id,score
0,0.9749234263739155
1,0.11219858234926951
2,0.11092655539910554
3,0.008516105590179273
4,0.40592343770712846
5,0.1741760573027776
6,0.06630102442593684
7,0.613378802479331
8,0.012330758430762555
9,0.5536230775245023
10,0.015670858113941744
11,0.9823158588097511
12,0.9895475799865562
13,0.18868951066369682
14,0.07026584511668889
15,0.9823158588097511
16,0.24224045357296844
17,0.9902640624053344
18,0.9762414050584266
19,0.6407302001659262
20,0.022467276534322143
21,0.013211611760583235
22,0.06285160296901918
23,0.4126412288936912
24,0.06816664064493798
25,0.09426291821645123
26,0.4141116349554213
27,0.29287683174918205
28,0.9784623471745868
29,0.05281217791441818
30,0.04003417038121798
31,0.5563221454447984
32,0.979069684922601
33,0.0797900704325758
34,0.9778327751563185
35,0.09086965453996422
36,0.05372057252981534
37,0.7453011131031875
38,0.09079025542956064
39,0.01791647053766905
40,0.9801907949112386
41,0.9823158588097511
42,0.34332335502863975
43,0.7375113521220409
44,0.09218014740307749
45,0.3239206807687899
46,0.9924023690245327
47,0.6559504856157058
48,0.5867641597953727
49,0.3149287381877478
50,0.20079620783160684
51,0.9819776236691845
52,0.04744145570901523
53,0.6875862584070025
54,0.025810244340934145
55,0.2993527765126036
56,0.7147872884178469
57,0.31357490992955483
58,0.07325678963673037
59,0.0596094750115491
60,0.7327857528408436
61,0.19073917990883635
62,0.40065191803123845
63,0.46701416693532777
64,0.06075763154102002
65,0.14226733861769775
66,0.027159638136199385
67,0.6818196113934628
68,0.06293835675318017
69,0.7128210213865965
70,0.38110383856174274
71,0.009294183152795892
72,0.5963441676462214
73,0.3710325705929685
74,0.257777141790014
75,0.5807005630455578
76,0.4583615506303343
77,0.17214919457199857
78,0.05763236185614147
79,0.19481379155354797
80,0.07581832160385873
81,0.5766207915370042
82,0.07308530173517518
83,0.1297146831207248
84,0.3264466288034441
85,0.9716330940175801
86,0.07831560768918625
87,0.1712248206322558
88,0.9450843281432432
89,0.9928322687504333
90,0.07621959947846002
91,0.41871941500264753
92,0.4034080089923409
93,0.5723254788050618
94,0.1670889106879676
95,0.17508765025059264
96,0.019535351177735024
97,0.16329261537854184
98,0.635190806646839
99,0.04959998880780176
100,0.00690241611992721
101,0.6664669045305207
102,0.9895475799865562
103,0.46671243727382383
104,0.9823158588097511
105,0.6433688993163758
106,0.6618162909825667
107,0.3898349270048026
108,0.2501320202495844
109,0.5552359884606123
110,0.5793328375041206
111,0.95958706821052
112,0.055948132882891716
113,0.08297497469452324
114,0.6311123594121378
115,0.16822367899143167
116,0.026042637577256226
117,0.6027617293146337
118,0.6501581834235842
119,0.49981331201727625
120,0.026681717615153023
121,0.10410071776249293
122,0.9528570277396258
123,0.1405839177715871
124,0.054781355406215135
125,0.9935839083305267
126,0.08427545139174072
127,0.09978972332243899
128,0.01002822061541078
129,0.9774107662605955
130,0.05342802497164353
131,0.06455491772409637
132,0.323597241908463
133,0.9823158588097511
134,0.28162266820679505
135,0.29536252571742455
136,0.6708574706884437
137,0.6951242563700412
138,0.06908833539743396
139,0.6846514307799558
140,0.08579847028124396
141,0.2822990244510588
142,0.07180443831512075
143,0.08352441066750341
144,0.016884540954070635
145,0.050163907628586045
146,0.03243927842763426
147,0.9744474780600577
148,0.3484585675321769
149,0.028303422276240105
150,0.19319312197450206
151,0.9823158588097511
152,0.12964838750511667
153,0.33238887058561917
154,0.21481763861443168
155,0.2641492871665813
156,0.05246703698534257
157,0.9873271710552122
158,0.009570894446829164
159,0.7064128075479126
160,0.9919018313151262
161,0.23045049240237767
162,0.024483890315707392
163,0.1084254419248682
164,0.10835023462434827
165,0.14974940196963887
166,0.0935654836066967
167,0.5102044476446442
168,0.030661689466832547
169,0.005299712203166829
170,0.03660966501454751
171,0.03554197431854045
172,0.7035063670374345
173,0.5980003846212948
174,0.4349903969782942
175,0.12568313863768765
176,0.11991411827956817
177,0.6294876214610174
178,0.45196504475229493
179,0.6956500133589626
180,0.3338454943188893
181,0.9823158588097511
182,0.6285020687724681
183,0.06551157351511545
184,0.3957668297840977
185,0.2737721135695537
186,0.06723198267388737
187,0.22934314180284107
188,0.7182537040378598
189,0.1303950892124457
190,0.12043737257475985
191,0.9790954552701322
192,0.6913658186419896
193,0.10134132295854607
194,0.8307666323387844
195,0.4920693550424715
196,0.2176285632840703
197,0.03266166644330018
198,0.049543667207401214
199,0.3656665607542547
200,0.03399805829546615
201,0.6708574706884437
202,0.026504742258068002
203,0.074442814396908
204,0.5183563139828988
205,0.1072867453797026
206,0.7487668324479355
207,0.9819776236691845
208,0.33965138054606453
209,0.04432080689640311
210,0.7552376698390374
211,0.05080256314399987
212,0.03964215160814597
213,0.14621141116793135
214,0.11676889486160189
215,0.9819776236691845
216,0.08695342622159122
217,0.3351297078131022
218,0.0476091377824877
219,0.05544583163729427
220,0.019036464550795613
221,0.9632777953425257
222,0.35919754699100925
223,0.06833570447526495
224,0.08037268871823597
225,0.0380533538986868
226,0.7118665108541655
227,0.2997243054607711
228,0.07234359987963905
229,0.9778327751563185
230,0.03266166644330018
231,0.024197218579890625
232,0.5128254034201609
233,0.3683460606328082
234,0.3551226241561904
235,0.9811069520764067
236,0.7461751821637919
237,0.24860182290214403
238,0.06149833531765173
239,0.0034739860802748533
240,0.20630008315712273
241,0.1444995742143253
242,0.44046811201125036
243,0.07401927591795295
244,0.9823158588097511
245,0.729296919374559
246,0.08943111044341709
247,0.022371441996396766
248,0.03028350818282137
249,0.6945529466229612
250,0.16109583821325296
251,0.0816119387004093
252,0.9446008810906036
253,0.9778127689781713
254,0.05385254482053237
255,0.03351335882375267
256,0.9602477108086676
257,0.381566784416024
258,0.04987317254217462
259,0.7106524585192081
260,0.03128382505489203
261,0.05846410433298681
262,0.062094812120034544
263,0.1622586492617154
264,0.11344727030330151
265,0.047370710228608684
266,0.02687476830861472
267,0.30282721711768495
268,0.012832389598702695
269,0.06789423765286424
270,0.12589498168841695
271,0.06376946246627331
272,0.06715701681775649
273,0.7779233895386289
274,0.9823158588097511
275,0.23759183153314828
276,0.13532551000504825
277,0.7176336098909034
278,0.8420610307556589
279,0.6514683431898243
280,0.013211611760583235
281,0.26369659071314533
282,0.6209740480461539
283,0.3222168670041883
284,0.07822084908003811
285,0.03438064257325226
286,0.8959983064868833
287,0.06333998544598482
288,0.41402821417779906
289,0.019414393583508726
290,0.05309061244523288
291,0.06436325728858201
292,0.6102976205868681
293,0.249199289813117
294,0.02579826062201534
295,0.42811042030038543
296,0.8677794687164045
297,0.9716650067631049
298,0.01630126507802705
299,0.10534721996160573
