id,score
0,1.0
1,0.125
2,0.218
3,0.028
4,0.679
5,0.061
6,0.11926899807117197
7,0.7485
8,0.001
9,0.0
10,0.041
11,1.0
12,1.0
13,0.048
14,0.1071
15,1.0
16,0.305
17,1.0
18,1.0
19,0.63
20,0.045
21,0.0
22,0.012
23,0.822
24,0.141
25,0.052
26,0.375
27,0.4366666666666667
28,1.0
29,0.0
30,0.07316666666666666
31,0.581
32,1.0
33,0.133
34,1.0
35,0.221
36,0.025
37,0.955
38,0.065
39,0.006
40,1.0
41,1.0
42,0.009
43,0.671
44,0.07166666666666667
45,0.183
46,1.0
47,0.6066666666666667
48,1.0
49,0.32
50,0.08366666666666667
51,1.0
52,0.009
53,0.544
54,0.12306666666666667
55,0.112
56,0.248
57,0.012
58,0.049
59,0.024
60,0.944
61,0.26
62,0.6356666666666666
63,0.547
64,0.0
65,0.383
66,0.01675
67,0.5215
68,0.004
69,0.974
70,0.9367476190476189
71,0.0
72,0.6573333333333333
73,0.165
74,0.3605
75,0.455
76,0.537
77,0.216
78,0.094
79,0.1965
80,0.031
81,0.09574707602339182
82,0.035
83,0.247
84,0.225
85,0.997
86,0.09066666666666666
87,0.323
88,1.0
89,1.0
90,0.026
91,0.416
92,0.062
93,0.7576
94,0.1155
95,0.107
96,0.03691666666666667
97,0.177
98,0.028001858435681967
99,0.153
100,0.015
101,0.461
102,1.0
103,0.194
104,1.0
105,0.632
106,0.928
107,0.5005
108,0.222
109,0.9666666666666667
110,0.682
111,1.0
112,0.06695652173913044
113,0.197
114,0.5781833333333334
115,0.097
116,0.107
117,0.5
118,0.754
119,0.6844
120,0.062
121,0.09
122,0.966
123,0.069
124,0.095
125,1.0
126,0.06
127,0.202
128,0.033
129,1.0
130,0.007
131,0.0
132,0.426
133,1.0
134,0.2465
135,0.4013333333333333
136,0.82
137,0.51
138,0.064
139,0.541
140,0.0885
141,0.263
142,0.031
143,0.008
144,0.0
145,0.007
146,0.012
147,1.0
148,0.218
149,0.0
150,0.238
151,1.0
152,0.112
153,0.3149416666666667
154,0.5665618867243871
155,0.127
156,0.003033333333333333
157,1.0
158,0.059
159,0.784
160,1.0
161,0.263
162,0.093
163,0.04533333333333334
164,0.049666666666666665
165,0.20899999999999996
166,0.018
167,0.99
168,0.218
169,0.019
170,0.148
171,0.021
172,0.966
173,0.33745171569753624
174,0.38
175,0.0575
176,0.03175
177,0.31
178,0.627
179,0.719
180,0.241
181,1.0
182,0.889
183,0.037
184,0.765
185,0.21447857142857144
186,0.0805
187,0.20777777777777778
188,0.659
189,0.294
190,0.065
191,1.0
192,0.673
193,0.097
194,0.995
195,0.569
196,0.27411428571428575
197,0.0
198,0.4525376984126985
199,0.183
200,0.013
201,0.639
202,0.031
203,0.095
204,0.469
205,0.228
206,0.607
207,1.0
208,0.1115518107279721
209,0.094
210,0.836
211,0.08200000000000002
212,0.02475595238095238
213,0.584
214,0.084
215,1.0
216,0.079
217,0.0
218,0.04725
219,0.066
220,0.01
221,1.0
222,0.347
223,0.03125
224,0.028399999999999998
225,0.028291666666666663
226,0.899
227,0.09240943927503524
228,0.034
229,1.0
230,0.0
231,0.0
232,0.535
233,0.369
234,0.34024166666666666
235,1.0
236,0.7928947368421053
237,0.142
238,0.031
239,0.032
240,0.562
241,0.009266666666666668
242,0.122
243,0.09185714285714286
244,1.0
245,0.775
246,0.02575
247,0.0
248,0.1023118464868466
249,0.729
250,0.094
251,0.027
252,0.987
253,1.0
254,0.036166666666666666
255,0.028
256,1.0
257,0.11066666666666666
258,0.23
259,0.998
260,0.069
261,0.066
262,0.255
263,0.06525
264,0.155
265,0.002
266,0.009
267,0.271
268,0.056
269,0.17225
270,0.10415174090615267
271,0.059
272,0.0215
273,0.763
274,1.0
275,0.705
276,0.074825
277,0.74
278,0.912
279,1.0
280,0.0
281,0.10161538461538461
282,0.569
283,0.476
284,0.07
285,0.0125
286,0.8745
287,0.263
288,0.49
289,0.0
290,0.217
291,0.029
292,0.666
293,0.905
294,0.0
295,0.589
296,0.8016
297,1.0
298,0.0
299,0.107
300,0.073
301,0.038
302,0.035476190476190474
303,0.027
304,0.3233333333333333
305,0.131
306,0.479
307,1.0
308,0.002
309,0.009
310,1.0
311,1.0
312,1.0
313,0.097
314,0.2914
315,0.251
316,0.287
317,0.592625
318,0.143
319,0.143
320,0.06
321,0.63
322,0.036
323,0.08583333333333333
324,1.0
325,0.5813228255584291
326,0.87
327,0.03625
328,0.068
329,0.011
330,0.04425
331,0.0
332,0.078
