id,score
0,0.9707647242897564
1,0.24445628547624468
2,0.31753734201784667
3,0.11738112102216358
4,0.3697884721299927
5,0.2371302228743964
6,0.2638055184018101
7,0.30489912827121113
8,0.13847626142420214
9,0.34742987961940325
10,0.2247468095190851
11,0.9676200571502296
12,0.9729757066284773
13,0.39218051582349267
14,0.007934584530747881
15,0.9659661348827839
16,0.21525123108608407
17,0.9659477090749966
18,0.9765203194855935
19,0.25470500772007365
20,0.34961087805060165
21,0.13262609998697952
22,0.25631401486345273
23,0.2845329397300983
24,0.27708604137169285
25,0.14141226337032708
26,0.3020647905929227
27,0.27564088281188287
28,0.9718084897812183
29,0.09319282291765205
30,0.4110823628539833
31,0.3292562945420692
32,0.9710836301483473
33,0.3024064381702388
34,0.9692200583865488
35,0.14195573782087156
36,0.445847507226899
37,0.34291219946296647
38,0.31080630295700445
39,0.17457024172849972
40,0.9692200583865488
41,0.9667997344818146
42,0.41369358318683347
43,0.39452257666714236
44,0.1663168015210532
45,0.30114796407325245
46,0.9659661348827839
47,0.31628647142378413
48,0.10142651177542754
49,0.4508666479030191
50,0.37084277868849075
51,0.9695962725541188
52,0.23562219475905916
53,0.372637301724167
54,0.019131208713958132
55,0.3883364182147092
56,0.2720213574457381
57,0.272332027473141
58,0.2605687935438949
59,0.19732258601413938
60,0.2973595526523278
61,0.28474938868329014
62,0.24203948961776212
63,0.29033845269191416
64,0.15140747061012338
65,0.004734122531879771
66,0.07644578967352088
67,0.3438516949026392
68,0.3324571825442296
69,0.37379333238970774
70,0.3877973514437778
71,0.12688978914725224
72,0.2191040213226459
73,0.1914791983987076
74,0.29570201644941907
75,0.37644884162421816
76,0.2918241528119854
77,0.37084277868849075
78,0.3770446265033582
79,0.25497320324925554
80,0.3498734025871448
81,0.2819921393780824
82,0.21565736341687866
83,0.3340562563631281
84,0.37084277868849075
85,0.9651762232204067
86,0.39416263111916716
87,0.4665149076349193
88,0.2032575210254629
89,0.9606745399925771
90,0.3472790425674631
91,0.30440490809205195
92,0.47378927297988516
93,0.19207835089952224
94,0.2858787349101787
95,0.3507185552352085
96,0.10326720583962386
97,0.3883364182147092
98,0.24973571531628946
99,0.3895441630255858
100,0.16514737123518533
101,0.3177056127727524
102,0.9684268942517228
103,0.23674172767456772
104,0.9630945603100133
105,0.2808239393626878
106,0.310639245665579
107,0.34271217969762474
108,0.19865872431844964
109,0.21550805815285026
110,0.3652035514320557
111,0.2633027699099302
112,0.034339166470467856
113,0.4479645630006596
114,0.30670575472883777
115,0.16406053841037185
116,0.044078302747590815
117,0.3555469639684045
118,0.3003414466697316
119,0.3177056127727524
120,0.23452093011606504
121,0.37413535503063744
122,0.3003414466697316
123,0.1055255637972889
124,0.03232276017168631
125,0.9651194881494634
126,0.1460486156506639
127,0.33688608682415006
128,0.24535621381400566
129,0.9710836301483473
130,0.2509685068204108
131,0.23421517509218062
132,0.2588869655807078
133,0.9707647242897564
134,0.372637301724167
135,0.3539692766709803
136,0.3664419929304369
137,0.1914791983987076
138,0.30478473135521666
139,0.3219391630625076
140,0.5303850480920935
141,0.26474402923747214
142,0.10819298102068589
143,0.2000084230321983
144,0.13262609998697952
145,0.26564589453251297
146,0.24512567646730749
147,0.9718084897812183
148,0.29570201644941907
149,0.165671393640052
150,0.2771101334339358
151,0.9692200583865488
152,0.3585589776939876
153,0.2805329001181559
154,0.2658766682674087
155,0.3198620284690424
156,0.2632597522548093
157,0.9736840784035229
158,0.2572557783171967
